file,face,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
arguing.jpg,0,0.16655585169792175,0.10185762494802475,0.2266807109117508,0.36326077580451965,0.10049428045749664,0.0,0.18422435224056244,0.002177806571125984,1.0,0.09122297167778015,0.6289318203926086,0.3210771679878235,0.3520534932613373,1.0,0.6138689517974854,0.7417745590209961,0.0627811849117279,0.08390950411558151,0.10710534453392029,0.0651523768901825
arguing.jpg,1,0.336115300655365,0.12240780889987946,0.8776029348373413,0.4593859910964966,0.06193258985877037,0.0,0.19967436790466309,0.00486911553889513,0.0,0.011019648984074593,0.13499046862125397,0.48782265186309814,0.49719852209091187,0.0,0.3134567439556122,0.4807839095592499,0.0025084358640015125,0.20981460809707642,0.8933258056640625,0.047617100179195404
back-off.jpg,0,0.44174525141716003,0.27488601207733154,0.2445736974477768,0.742145836353302,0.09413912892341614,0.0,0.12031584978103638,0.02214166894555092,1.0,0.07475968450307846,0.17310187220573425,0.30278080701828003,0.2962915897369385,1.0,0.2857658267021179,0.04887757822871208,0.990400493144989,0.5978883504867554,0.04846229404211044,0.049748215824365616
bills.jpg,0,0.39366063475608826,0.164000004529953,0.7207643389701843,0.24256177246570587,0.11328226327896118,0.0,0.2553927004337311,0.004534645937383175,0.0,0.049914486706256866,0.33229517936706543,0.5808200240135193,0.354524701833725,0.0,0.4245825409889221,0.6388131380081177,0.12074237316846848,0.14567869901657104,0.14080679416656494,0.8690524697303772
bullied.jpg,0,0.29348474740982056,0.0848749652504921,0.6613689661026001,0.519696056842804,0.1520354300737381,0.0,0.11977855861186981,0.059208378195762634,0.0,0.039210930466651917,0.463693767786026,0.17490503191947937,0.6162629127502441,0.0,0.6122320294380188,0.7922070026397705,0.05503044277429581,0.04073288291692734,0.4009687602519989,0.029896162450313568
bullied.jpg,1,0.4417981505393982,0.4220888018608093,0.38349077105522156,0.4911459684371948,0.07050573080778122,0.0,0.11269514262676239,0.002246193354949355,0.0,0.027124647051095963,0.2387828528881073,0.45410779118537903,0.46285480260849,0.0,0.6391854882240295,0.47734397649765015,0.033207543194293976,0.21456396579742432,0.1547844111919403,0.10045088827610016
business.jpg,0,0.25387024879455566,0.16114386916160583,0.350149929523468,0.25481536984443665,0.760906457901001,1.0,0.43801018595695496,0.8853237628936768,0.0,0.7330873012542725,0.7770859599113464,0.4844316840171814,0.25923189520835876,1.0,0.23314952850341797,0.06784162670373917,0.9992932081222534,0.5528401136398315,0.034628305584192276,0.35411423444747925
by-the-sea.jpg,0,0.402915894985199,0.1921497881412506,0.7024527788162231,0.257941335439682,0.17738106846809387,0.0,0.4180087149143219,0.00023290366516448557,0.0,0.06588266044855118,0.7083357572555542,0.07380218058824539,0.386605441570282,1.0,0.5064927339553833,0.6848284006118774,0.3541240096092224,0.2836850881576538,0.2890882194042206,0.45072659850120544
by-the-sea.jpg,1,0.6707422137260437,0.13222824037075043,0.7124007344245911,0.28913232684135437,0.09941346198320389,1.0,0.4682301878929138,0.0003420378779992461,1.0,0.05132010579109192,0.27986839413642883,0.5926846265792847,0.40694230794906616,0.0,0.6338828206062317,0.4868948459625244,0.43938925862312317,0.2739499807357788,0.1462145447731018,0.42328450083732605
claws.jpg,0,0.2945745289325714,0.1072697788476944,0.9399682879447937,0.33251339197158813,0.7387557029724121,1.0,0.7849305868148804,0.9435617327690125,1.0,0.8922538757324219,0.4060073792934418,0.6154573559761047,0.22928349673748016,1.0,0.3956645429134369,0.008070961572229862,0.999893069267273,0.8997846841812134,0.03192750737071037,0.6788946390151978
disagreement.jpg,0,0.3292974531650543,0.2838948667049408,0.18820413947105408,0.5745218396186829,0.07278702408075333,0.0,0.1296250969171524,0.005469666328281164,1.0,0.022861093282699585,0.2290809005498886,0.5675092935562134,0.4835415184497833,0.0,0.4451269507408142,0.5710928440093994,0.009590152651071548,0.0718907043337822,0.3281468152999878,0.032059989869594574
disagreement.jpg,1,0.35316285490989685,0.19237801432609558,0.6504732370376587,0.21872523427009583,0.04416578263044357,0.0,0.18495731055736542,0.047519225627183914,0.0,0.018482981249690056,0.1689443290233612,0.4287759065628052,0.2006988823413849,0.0,0.3204174041748047,0.22386489808559418,0.9359551072120667,0.8438654541969299,0.06541159749031067,0.13888631761074066
disagreement.jpg,2,0.46725529432296753,0.2818203270435333,0.3166046142578125,0.33685797452926636,0.08050131797790527,0.0,0.2050083726644516,0.41852253675460815,1.0,0.043293602764606476,0.42931684851646423,0.4526926279067993,0.4383097290992737,1.0,0.5892309546470642,0.13924425840377808,0.9830779433250427,0.5203698873519897,0.14563870429992676,0.035549841821193695
enjoying-the-sun.jpg,0,0.4344460666179657,0.40638354420661926,0.2155318409204483,0.3366573750972748,0.7210348844528198,1.0,0.38139966130256653,0.831858217716217,1.0,0.7077800631523132,0.5508149266242981,0.49343881011009216,0.5842075943946838,0.0,0.30988213419914246,0.6091790199279785,0.865388035774231,0.43364161252975464,0.08008116483688354,0.8380463123321533
grandparents.jpg,0,0.26060178875923157,0.43919500708580017,0.4186824560165405,0.32552042603492737,0.6775280833244324,1.0,0.6453718543052673,0.5712327361106873,0.0,0.9002195000648499,0.6786494255065918,0.2535526752471924,0.24839067459106445,1.0,0.2904759347438812,0.015406646765768528,0.9999293088912964,0.6319106817245483,0.08810005336999893,0.9235301613807678
